tipo,produto_id,produto,assinatura,unidade,preco_anterior,preco_atual,diferenca,variacao_percentual
alta,15,Café Melitta Regiões Mogiana 250g,cafe_250g,Atacadao Rio Grande,11.92,14.90,2.98,25.00
